"GEOID","NAME","households","total_pop","white","black","asian","american_indian_alaska_native","hawaian_pacific_island","hispanic"
"060375020052","Block Group 2, Census Tract 5020.05, Los Angeles County, California",577,1930,564,34,75,49,0,1505
"060375020051","Block Group 1, Census Tract 5020.05, Los Angeles County, California",341,1204,350,27,32,42,0,934
"060375020053","Block Group 3, Census Tract 5020.05, Los Angeles County, California",375,1248,351,18,29,32,1,1002
"060375021002","Block Group 2, Census Tract 5021, Los Angeles County, California",761,2393,629,29,51,80,4,2044
"060375021001","Block Group 1, Census Tract 5021, Los Angeles County, California",331,1184,381,8,37,28,2,986
"060375021003","Block Group 3, Census Tract 5021, Los Angeles County, California",502,1502,503,17,58,34,6,1213
"060375022002","Block Group 2, Census Tract 5022, Los Angeles County, California",509,1779,480,15,40,44,1,1543
"060375022001","Block Group 1, Census Tract 5022, Los Angeles County, California",330,1169,272,8,25,46,4,1023
"060375022003","Block Group 3, Census Tract 5022, Los Angeles County, California",350,1373,327,12,23,58,2,1251
"060375022004","Block Group 4, Census Tract 5022, Los Angeles County, California",689,2156,535,16,39,67,0,1911
"060375023031","Block Group 1, Census Tract 5023.03, Los Angeles County, California",367,1512,389,13,16,38,0,1430
"060375023034","Block Group 4, Census Tract 5023.03, Los Angeles County, California",298,1116,244,6,22,32,1,1058
"060375023032","Block Group 2, Census Tract 5023.03, Los Angeles County, California",517,2045,522,61,54,39,7,1761
"060375023033","Block Group 3, Census Tract 5023.03, Los Angeles County, California",234,938,208,9,32,39,3,832
"060375023035","Block Group 5, Census Tract 5023.03, Los Angeles County, California",793,2785,504,84,64,56,6,2498
"060375024012","Block Group 2, Census Tract 5024.01, Los Angeles County, California",320,1184,221,17,33,33,1,1034
"060375024011","Block Group 1, Census Tract 5024.01, Los Angeles County, California",488,1678,284,13,167,28,1,1439
"060375024013","Block Group 3, Census Tract 5024.01, Los Angeles County, California",527,1910,289,15,27,34,0,1813
"060375024022","Block Group 2, Census Tract 5024.02, Los Angeles County, California",525,1946,478,13,25,68,0,1774
"060375024021","Block Group 1, Census Tract 5024.02, Los Angeles County, California",480,1843,402,11,37,40,3,1731
"060375025001","Block Group 1, Census Tract 5025, Los Angeles County, California",505,1928,418,34,44,42,0,1720
"060375025002","Block Group 2, Census Tract 5025, Los Angeles County, California",615,2196,435,16,42,46,1,2060
"060375026021","Block Group 1, Census Tract 5026.02, Los Angeles County, California",596,1589,353,52,74,29,0,1372
"060375026022","Block Group 2, Census Tract 5026.02, Los Angeles County, California",495,1536,298,18,39,45,0,1365
"060375026023","Block Group 3, Census Tract 5026.02, Los Angeles County, California",324,1252,324,7,57,13,0,1092
"060375026031","Block Group 1, Census Tract 5026.03, Los Angeles County, California",638,2385,557,14,47,59,6,2197
"060375026032","Block Group 2, Census Tract 5026.03, Los Angeles County, California",243,1022,198,9,16,31,3,941
"060375026041","Block Group 1, Census Tract 5026.04, Los Angeles County, California",377,1360,283,13,22,76,5,1216
"060375026042","Block Group 2, Census Tract 5026.04, Los Angeles County, California",280,1042,258,3,29,16,5,920
"060375026043","Block Group 3, Census Tract 5026.04, Los Angeles County, California",319,1260,261,2,28,41,7,1166
"060375027001","Block Group 1, Census Tract 5027, Los Angeles County, California",480,1498,280,37,61,62,2,1281
"060375027002","Block Group 2, Census Tract 5027, Los Angeles County, California",475,1647,352,33,185,68,1,1255
"060375027003","Block Group 3, Census Tract 5027, Los Angeles County, California",370,1354,309,10,29,63,2,1207
"060375027004","Block Group 4, Census Tract 5027, Los Angeles County, California",741,3183,767,121,66,66,8,2670
"060375028011","Block Group 1, Census Tract 5028.01, Los Angeles County, California",280,920,249,20,96,18,2,662
"060375028012","Block Group 2, Census Tract 5028.01, Los Angeles County, California",508,1750,482,37,73,65,4,1381
"060375028013","Block Group 3, Census Tract 5028.01, Los Angeles County, California",345,1266,351,22,23,30,6,1055
"060375028014","Block Group 4, Census Tract 5028.01, Los Angeles County, California",368,1316,304,14,42,29,3,1084
"060375028015","Block Group 5, Census Tract 5028.01, Los Angeles County, California",310,1095,345,7,31,25,1,909
"060375029011","Block Group 1, Census Tract 5029.01, Los Angeles County, California",364,1352,352,21,76,47,5,1075
"060375029012","Block Group 2, Census Tract 5029.01, Los Angeles County, California",688,2766,626,29,125,72,15,2328
"060375029013","Block Group 3, Census Tract 5029.01, Los Angeles County, California",365,1331,314,10,58,23,2,1081
"060375030001","Block Group 1, Census Tract 5030, Los Angeles County, California",222,923,184,15,56,31,1,773
"060375030004","Block Group 4, Census Tract 5030, Los Angeles County, California",326,1481,299,9,31,17,6,1380
"060375030002","Block Group 2, Census Tract 5030, Los Angeles County, California",374,1723,332,13,43,30,6,1597
"060375030003","Block Group 3, Census Tract 5030, Los Angeles County, California",351,1548,211,12,25,39,1,1436
"060375031033","Block Group 3, Census Tract 5031.03, Los Angeles County, California",179,851,120,15,102,28,0,660
"060375031031","Block Group 1, Census Tract 5031.03, Los Angeles County, California",419,1621,373,10,79,43,6,1404
"060375031032","Block Group 2, Census Tract 5031.03, Los Angeles County, California",286,1171,223,7,38,37,5,1025
"060375031034","Block Group 4, Census Tract 5031.03, Los Angeles County, California",274,1131,250,17,69,30,1,938
"060375031041","Block Group 1, Census Tract 5031.04, Los Angeles County, California",635,2561,639,9,89,66,10,2264
"060375031051","Block Group 1, Census Tract 5031.05, Los Angeles County, California",425,1508,448,39,114,32,9,1146
"060375031052","Block Group 2, Census Tract 5031.05, Los Angeles County, California",684,2110,442,57,204,54,1,1600
"060375031062","Block Group 2, Census Tract 5031.06, Los Angeles County, California",264,804,176,14,69,32,0,638
"060375031061","Block Group 1, Census Tract 5031.06, Los Angeles County, California",414,1425,482,26,55,24,0,1065
"060375031063","Block Group 3, Census Tract 5031.06, Los Angeles County, California",463,1593,485,26,132,37,7,1179
"060375032012","Block Group 2, Census Tract 5032.01, Los Angeles County, California",461,1520,453,27,121,44,0,1070
"060375032011","Block Group 1, Census Tract 5032.01, Los Angeles County, California",422,1519,539,25,81,27,3,1106
"060375032013","Block Group 3, Census Tract 5032.01, Los Angeles County, California",289,963,333,12,37,5,2,700
"060375032022","Block Group 2, Census Tract 5032.02, Los Angeles County, California",273,1054,254,31,42,19,9,830
"060375032021","Block Group 1, Census Tract 5032.02, Los Angeles County, California",644,2031,602,17,169,65,7,1571
"060375032023","Block Group 3, Census Tract 5032.02, Los Angeles County, California",401,1265,399,17,48,39,0,1027
"060375033012","Block Group 2, Census Tract 5033.01, Los Angeles County, California",371,1143,466,18,41,44,0,744
"060375033011","Block Group 1, Census Tract 5033.01, Los Angeles County, California",347,1087,397,17,23,27,0,846
"060375033013","Block Group 3, Census Tract 5033.01, Los Angeles County, California",384,1258,475,9,48,35,1,851
"060375033022","Block Group 2, Census Tract 5033.02, Los Angeles County, California",994,3032,775,84,168,65,6,2380
"060375033021","Block Group 1, Census Tract 5033.02, Los Angeles County, California",526,1801,586,23,81,48,3,1337
"060375033023","Block Group 3, Census Tract 5033.02, Los Angeles County, California",415,1462,382,11,35,48,1,1190
"060375034012","Block Group 2, Census Tract 5034.01, Los Angeles County, California",544,1668,753,25,159,14,8,893
"060375034011","Block Group 1, Census Tract 5034.01, Los Angeles County, California",462,1448,598,17,173,37,7,743
"060375034013","Block Group 3, Census Tract 5034.01, Los Angeles County, California",460,1256,465,14,92,23,0,748
"060375034014","Block Group 4, Census Tract 5034.01, Los Angeles County, California",419,1143,469,19,142,9,3,610
"060375034015","Block Group 5, Census Tract 5034.01, Los Angeles County, California",593,1521,678,29,53,23,3,959
"060375034021","Block Group 1, Census Tract 5034.02, Los Angeles County, California",641,1986,787,15,228,34,12,1182
"060375034022","Block Group 2, Census Tract 5034.02, Los Angeles County, California",509,1605,663,30,85,29,8,995
"060375034023","Block Group 3, Census Tract 5034.02, Los Angeles County, California",334,1040,362,13,23,32,2,714
"060375035011","Block Group 1, Census Tract 5035.01, Los Angeles County, California",625,1793,522,38,123,59,4,1287
"060375035012","Block Group 2, Census Tract 5035.01, Los Angeles County, California",1003,3368,1007,36,124,79,5,2655
"060375035013","Block Group 3, Census Tract 5035.01, Los Angeles County, California",399,1324,470,24,62,30,1,907
"060375035021","Block Group 1, Census Tract 5035.02, Los Angeles County, California",433,1468,512,33,67,27,3,982
"060375035022","Block Group 2, Census Tract 5035.02, Los Angeles County, California",460,1405,441,12,90,39,3,989
"060375035023","Block Group 3, Census Tract 5035.02, Los Angeles County, California",399,1424,536,14,86,30,8,931
"060375036011","Block Group 1, Census Tract 5036.01, Los Angeles County, California",720,2438,1048,72,332,43,6,1166
"060375036012","Block Group 2, Census Tract 5036.01, Los Angeles County, California",283,898,393,20,64,21,3,514
"060375036013","Block Group 3, Census Tract 5036.01, Los Angeles County, California",282,853,335,21,76,7,3,465
"060375036021","Block Group 1, Census Tract 5036.02, Los Angeles County, California",483,1533,707,12,193,9,0,760
"060375036022","Block Group 2, Census Tract 5036.02, Los Angeles County, California",783,2305,982,33,460,10,0,969
"060375037011","Block Group 1, Census Tract 5037.01, Los Angeles County, California",730,2216,964,33,125,42,4,1344
"060375037012","Block Group 2, Census Tract 5037.01, Los Angeles County, California",931,2725,1129,67,128,59,6,1691
"060375037021","Block Group 1, Census Tract 5037.02, Los Angeles County, California",833,2761,1161,55,306,59,10,1378
"060375037022","Block Group 2, Census Tract 5037.02, Los Angeles County, California",973,2692,1181,49,201,37,16,1521
"060375037041","Block Group 1, Census Tract 5037.04, Los Angeles County, California",796,2171,244,43,1588,7,0,278
"060375037042","Block Group 2, Census Tract 5037.04, Los Angeles County, California",1191,2427,686,50,1299,13,0,458
"060375037051","Block Group 1, Census Tract 5037.05, Los Angeles County, California",651,1711,837,42,211,4,0,767
"060375037052","Block Group 2, Census Tract 5037.05, Los Angeles County, California",564,1511,309,23,915,9,3,269
"060375038011","Block Group 1, Census Tract 5038.01, Los Angeles County, California",391,1246,427,18,264,40,1,589
"060375038012","Block Group 2, Census Tract 5038.01, Los Angeles County, California",334,1098,503,17,174,7,0,443
"060375038013","Block Group 3, Census Tract 5038.01, Los Angeles County, California",547,1741,634,92,278,37,5,811
"060375038021","Block Group 1, Census Tract 5038.02, Los Angeles County, California",344,1141,495,8,185,11,2,501
"060375038022","Block Group 2, Census Tract 5038.02, Los Angeles County, California",338,1141,472,22,211,12,0,485
"060375038023","Block Group 3, Census Tract 5038.02, Los Angeles County, California",1087,2857,773,52,1071,32,16,1024
"060375039011","Block Group 1, Census Tract 5039.01, Los Angeles County, California",332,1113,415,28,205,6,1,519
"060375039012","Block Group 2, Census Tract 5039.01, Los Angeles County, California",545,1686,621,38,362,27,0,774
"060375039022","Block Group 2, Census Tract 5039.02, Los Angeles County, California",439,1536,542,62,247,42,5,772
"060375039021","Block Group 1, Census Tract 5039.02, Los Angeles County, California",503,1554,681,17,264,30,4,702
"060375039023","Block Group 3, Census Tract 5039.02, Los Angeles County, California",507,1567,665,37,214,10,2,773
"060375039024","Block Group 4, Census Tract 5039.02, Los Angeles County, California",3,6,0,0,0,0,1,5
"060375040011","Block Group 1, Census Tract 5040.01, Los Angeles County, California",423,1315,522,51,229,9,2,555
"060375040012","Block Group 2, Census Tract 5040.01, Los Angeles County, California",539,1337,601,48,219,20,6,495
"060375040013","Block Group 3, Census Tract 5040.01, Los Angeles County, California",286,2401,1331,91,416,14,4,617
"060375040021","Block Group 1, Census Tract 5040.02, Los Angeles County, California",401,1230,552,25,200,1,8,568
"060375040024","Block Group 4, Census Tract 5040.02, Los Angeles County, California",243,820,330,14,126,5,9,397
"060375040022","Block Group 2, Census Tract 5040.02, Los Angeles County, California",280,1052,470,20,162,27,6,450
"060375040023","Block Group 3, Census Tract 5040.02, Los Angeles County, California",236,882,367,10,108,10,9,406
"060375040025","Block Group 5, Census Tract 5040.02, Los Angeles County, California",424,1343,487,45,197,22,3,715
"060375041012","Block Group 2, Census Tract 5041.01, Los Angeles County, California",364,1467,349,26,176,36,4,1018
"060375041011","Block Group 1, Census Tract 5041.01, Los Angeles County, California",900,2667,664,54,425,86,3,1726
"060375041013","Block Group 3, Census Tract 5041.01, Los Angeles County, California",238,961,225,15,121,35,4,661
"060375042002","Block Group 2, Census Tract 5042, Los Angeles County, California",428,1713,409,62,75,71,7,1369
"060375042001","Block Group 1, Census Tract 5042, Los Angeles County, California",1750,3618,691,253,971,34,15,1940
"060375042003","Block Group 3, Census Tract 5042, Los Angeles County, California",510,2197,380,49,47,56,3,2011
"060375300052","Block Group 2, Census Tract 5300.05, Los Angeles County, California",725,1988,346,4,1051,10,1,780
"060375300051","Block Group 1, Census Tract 5300.05, Los Angeles County, California",770,2203,380,13,1087,17,0,867
"060375300061","Block Group 1, Census Tract 5300.06, Los Angeles County, California",1148,3137,837,36,656,54,13,2019
"060375300062","Block Group 2, Census Tract 5300.06, Los Angeles County, California",391,1158,202,20,165,36,5,853
"060375300071","Block Group 1, Census Tract 5300.07, Los Angeles County, California",699,1798,500,13,158,40,0,1321
"060375300074","Block Group 4, Census Tract 5300.07, Los Angeles County, California",463,1414,437,6,261,11,4,863
"060375300072","Block Group 2, Census Tract 5300.07, Los Angeles County, California",579,1929,429,5,294,34,3,1425
"060375300073","Block Group 3, Census Tract 5300.07, Los Angeles County, California",514,1510,435,8,352,14,3,824
"060375301013","Block Group 3, Census Tract 5301.01, Los Angeles County, California",326,974,296,16,38,14,0,793
"060375301011","Block Group 1, Census Tract 5301.01, Los Angeles County, California",578,2084,443,41,74,48,4,1848
"060375301012","Block Group 2, Census Tract 5301.01, Los Angeles County, California",616,1591,334,14,211,40,6,1266
"060375301014","Block Group 4, Census Tract 5301.01, Los Angeles County, California",256,684,221,4,32,11,0,534
"060375301023","Block Group 3, Census Tract 5301.02, Los Angeles County, California",388,1261,281,4,54,12,0,1099
"060375301021","Block Group 1, Census Tract 5301.02, Los Angeles County, California",325,1089,364,1,43,21,1,917
"060375301022","Block Group 2, Census Tract 5301.02, Los Angeles County, California",471,1263,333,7,80,34,0,1038
"060375301024","Block Group 4, Census Tract 5301.02, Los Angeles County, California",533,1381,396,18,292,33,2,901
"060375302022","Block Group 2, Census Tract 5302.02, Los Angeles County, California",516,1555,268,2,152,46,0,1310
"060375302021","Block Group 1, Census Tract 5302.02, Los Angeles County, California",467,1491,316,13,175,53,0,1222
"060375302023","Block Group 3, Census Tract 5302.02, Los Angeles County, California",287,1010,184,5,54,26,0,894
"060375302031","Block Group 1, Census Tract 5302.03, Los Angeles County, California",788,2324,384,8,224,37,1,1970
"060375302032","Block Group 2, Census Tract 5302.03, Los Angeles County, California",324,1033,231,17,115,44,2,772
"060375302041","Block Group 1, Census Tract 5302.04, Los Angeles County, California",458,1341,261,13,123,35,6,1106
"060375302042","Block Group 2, Census Tract 5302.04, Los Angeles County, California",728,2187,488,33,126,60,10,1901
"060375303011","Block Group 1, Census Tract 5303.01, Los Angeles County, California",624,2308,479,17,44,88,2,2139
"060375303021","Block Group 1, Census Tract 5303.02, Los Angeles County, California",387,1209,254,6,35,33,1,1113
"060375303022","Block Group 2, Census Tract 5303.02, Los Angeles County, California",660,2459,446,11,17,40,0,2406
"060375303023","Block Group 3, Census Tract 5303.02, Los Angeles County, California",371,1343,226,0,6,54,1,1303
"060375303024","Block Group 4, Census Tract 5303.02, Los Angeles County, California",439,1364,215,11,31,44,2,1272
"060375304001","Block Group 1, Census Tract 5304, Los Angeles County, California",1,14,4,0,3,0,0,11
"060375304002","Block Group 2, Census Tract 5304, Los Angeles County, California",620,1787,219,20,600,28,4,1113
"060375304003","Block Group 3, Census Tract 5304, Los Angeles County, California",746,2265,482,63,194,36,0,1958
"060375305002","Block Group 2, Census Tract 5305, Los Angeles County, California",380,1349,185,4,9,46,0,1312
"060375305001","Block Group 1, Census Tract 5305, Los Angeles County, California",477,1870,252,5,23,73,1,1823
"060375305003","Block Group 3, Census Tract 5305, Los Angeles County, California",329,1051,148,1,32,27,0,1000
"060375306031","Block Group 1, Census Tract 5306.03, Los Angeles County, California",397,1419,303,25,84,44,2,1232
"060375306032","Block Group 2, Census Tract 5306.03, Los Angeles County, California",272,908,176,11,54,7,0,794
"060375306033","Block Group 3, Census Tract 5306.03, Los Angeles County, California",633,2113,403,26,100,52,0,1875
"060375307001","Block Group 1, Census Tract 5307, Los Angeles County, California",567,2175,374,28,86,47,9,1965
"060375308013","Block Group 3, Census Tract 5308.01, Los Angeles County, California",480,1768,317,18,99,57,0,1549
"060375308011","Block Group 1, Census Tract 5308.01, Los Angeles County, California",341,1309,176,17,19,36,0,1238
"060375308012","Block Group 2, Census Tract 5308.01, Los Angeles County, California",309,1151,225,12,29,6,1,1072
"060375308014","Block Group 4, Census Tract 5308.01, Los Angeles County, California",376,1283,188,15,49,34,0,1167
"060375308022","Block Group 2, Census Tract 5308.02, Los Angeles County, California",429,1486,244,20,53,46,1,1306
"060375308021","Block Group 1, Census Tract 5308.02, Los Angeles County, California",532,1754,358,8,69,40,0,1557
"060375309013","Block Group 3, Census Tract 5309.01, Los Angeles County, California",291,1170,158,9,4,30,0,1128
"060375309011","Block Group 1, Census Tract 5309.01, Los Angeles County, California",278,1065,110,11,15,43,0,1009
"060375309012","Block Group 2, Census Tract 5309.01, Los Angeles County, California",352,1439,142,5,4,28,0,1398
"060375309021","Block Group 1, Census Tract 5309.02, Los Angeles County, California",425,1632,227,9,20,58,0,1566
"060375309022","Block Group 2, Census Tract 5309.02, Los Angeles County, California",731,2188,438,21,161,49,2,1938
"060375310002","Block Group 2, Census Tract 5310, Los Angeles County, California",255,967,175,1,26,51,2,921
"060375310001","Block Group 1, Census Tract 5310, Los Angeles County, California",472,1759,231,1,15,64,0,1714
"060375310003","Block Group 3, Census Tract 5310, Los Angeles County, California",651,2383,435,14,48,64,3,2271
"060375311011","Block Group 1, Census Tract 5311.01, Los Angeles County, California",231,847,169,2,9,18,1,829
"060375311014","Block Group 4, Census Tract 5311.01, Los Angeles County, California",233,863,179,6,6,37,2,844
"060375311012","Block Group 2, Census Tract 5311.01, Los Angeles County, California",366,1266,216,5,6,36,0,1239
"060375311013","Block Group 3, Census Tract 5311.01, Los Angeles County, California",410,1613,331,3,10,59,1,1562
"060375311021","Block Group 1, Census Tract 5311.02, Los Angeles County, California",636,2360,361,10,5,63,3,2302
"060375311022","Block Group 2, Census Tract 5311.02, Los Angeles County, California",272,873,176,4,10,20,3,839
"060375312012","Block Group 2, Census Tract 5312.01, Los Angeles County, California",645,2418,426,20,9,45,0,2340
"060375312011","Block Group 1, Census Tract 5312.01, Los Angeles County, California",600,2437,310,3,14,52,0,2404
"060375312021","Block Group 1, Census Tract 5312.02, Los Angeles County, California",459,1723,287,11,5,49,2,1630
"060375312022","Block Group 2, Census Tract 5312.02, Los Angeles County, California",751,2795,455,18,3,94,0,2748
"060375313011","Block Group 1, Census Tract 5313.01, Los Angeles County, California",419,1580,263,38,5,52,0,1502
"060375313014","Block Group 4, Census Tract 5313.01, Los Angeles County, California",328,1182,205,11,8,55,0,1135
"060375313012","Block Group 2, Census Tract 5313.01, Los Angeles County, California",286,1126,137,6,5,38,0,1097
"060375313013","Block Group 3, Census Tract 5313.01, Los Angeles County, California",366,1477,179,11,3,49,1,1443
"060375313023","Block Group 3, Census Tract 5313.02, Los Angeles County, California",335,1326,204,8,5,21,2,1297
"060375313021","Block Group 1, Census Tract 5313.02, Los Angeles County, California",380,1541,143,3,10,43,0,1516
"060375313022","Block Group 2, Census Tract 5313.02, Los Angeles County, California",398,1726,277,9,20,33,0,1647
"060375313024","Block Group 4, Census Tract 5313.02, Los Angeles County, California",436,1818,220,4,6,19,0,1798
"060375315022","Block Group 2, Census Tract 5315.02, Los Angeles County, California",557,2269,443,17,5,89,0,2171
"060375315021","Block Group 1, Census Tract 5315.02, Los Angeles County, California",261,1010,183,21,6,14,0,953
"060375315031","Block Group 1, Census Tract 5315.03, Los Angeles County, California",447,1735,288,5,3,48,1,1694
"060375315032","Block Group 2, Census Tract 5315.03, Los Angeles County, California",337,1250,268,3,5,39,0,1235
"060375315041","Block Group 1, Census Tract 5315.04, Los Angeles County, California",575,2162,368,7,4,105,0,2109
"060375315042","Block Group 2, Census Tract 5315.04, Los Angeles County, California",531,1871,294,6,15,74,0,1819
"060375316021","Block Group 1, Census Tract 5316.02, Los Angeles County, California",343,1210,136,2,12,54,3,1177
"060375316022","Block Group 2, Census Tract 5316.02, Los Angeles County, California",285,1089,205,7,3,26,0,1054
"060375316023","Block Group 3, Census Tract 5316.02, Los Angeles County, California",551,1835,282,20,4,56,1,1769
"060375316031","Block Group 1, Census Tract 5316.03, Los Angeles County, California",232,907,123,3,6,41,1,859
"060375316032","Block Group 2, Census Tract 5316.03, Los Angeles County, California",650,2378,416,5,22,96,3,2299
"060375316041","Block Group 1, Census Tract 5316.04, Los Angeles County, California",518,1942,352,12,15,61,0,1894
"060375316042","Block Group 2, Census Tract 5316.04, Los Angeles County, California",411,1511,230,9,8,41,0,1462
"060375317011","Block Group 1, Census Tract 5317.01, Los Angeles County, California",782,3005,573,13,21,112,0,2900
"060375317012","Block Group 2, Census Tract 5317.01, Los Angeles County, California",624,2493,521,29,18,106,0,2333
"060375317021","Block Group 1, Census Tract 5317.02, Los Angeles County, California",428,1537,300,28,10,31,0,1420
"060375317022","Block Group 2, Census Tract 5317.02, Los Angeles County, California",303,1035,193,7,3,30,0,998
"060375317023","Block Group 3, Census Tract 5317.02, Los Angeles County, California",572,1992,348,7,21,64,0,1941
"060375318002","Block Group 2, Census Tract 5318, Los Angeles County, California",544,1923,307,7,4,55,0,1881
"060375318001","Block Group 1, Census Tract 5318, Los Angeles County, California",479,1740,306,13,10,75,2,1678
"060375318003","Block Group 3, Census Tract 5318, Los Angeles County, California",312,1077,179,0,22,32,0,1025
"060375319011","Block Group 1, Census Tract 5319.01, Los Angeles County, California",497,1677,275,5,8,62,6,1640
"060375319014","Block Group 4, Census Tract 5319.01, Los Angeles County, California",285,1151,184,4,12,73,1,1112
"060375319012","Block Group 2, Census Tract 5319.01, Los Angeles County, California",455,1528,274,4,6,42,1,1450
"060375319013","Block Group 3, Census Tract 5319.01, Los Angeles County, California",536,1872,317,23,17,48,0,1789
"060375319021","Block Group 1, Census Tract 5319.02, Los Angeles County, California",275,885,130,9,21,30,0,832
"060375319022","Block Group 2, Census Tract 5319.02, Los Angeles County, California",606,2045,331,12,28,65,0,1951
"060375319023","Block Group 3, Census Tract 5319.02, Los Angeles County, California",280,1023,166,1,24,32,0,977
"060375320011","Block Group 1, Census Tract 5320.01, Los Angeles County, California",654,1781,416,7,32,54,1,1621
"060375320012","Block Group 2, Census Tract 5320.01, Los Angeles County, California",434,1515,298,5,61,48,0,1409
"060375320022","Block Group 2, Census Tract 5320.02, Los Angeles County, California",710,2367,498,15,99,62,1,2141
"060375320021","Block Group 1, Census Tract 5320.02, Los Angeles County, California",295,887,230,3,98,22,1,723
"060375321013","Block Group 3, Census Tract 5321.01, Los Angeles County, California",666,2329,462,18,122,66,0,2111
"060375321011","Block Group 1, Census Tract 5321.01, Los Angeles County, California",601,2158,384,17,73,46,0,2001
"060375321012","Block Group 2, Census Tract 5321.01, Los Angeles County, California",623,2199,301,6,74,62,1,2065
"060375321021","Block Group 1, Census Tract 5321.02, Los Angeles County, California",542,1866,379,17,177,62,2,1535
"060375321022","Block Group 2, Census Tract 5321.02, Los Angeles County, California",553,1969,377,12,152,64,5,1700
"060375322001","Block Group 1, Census Tract 5322, Los Angeles County, California",595,1959,343,29,83,55,1,1780
"060375322002","Block Group 2, Census Tract 5322, Los Angeles County, California",496,1813,325,87,33,40,5,1660
"060375322003","Block Group 3, Census Tract 5322, Los Angeles County, California",748,2827,544,38,88,69,1,2562
"060375323021","Block Group 1, Census Tract 5323.02, Los Angeles County, California",381,1540,270,13,5,38,1,1471
"060375323022","Block Group 2, Census Tract 5323.02, Los Angeles County, California",277,1104,180,7,3,23,0,1075
"060375323023","Block Group 3, Census Tract 5323.02, Los Angeles County, California",500,1808,280,4,14,78,0,1726
"060375323031","Block Group 1, Census Tract 5323.03, Los Angeles County, California",308,1064,165,10,30,34,0,998
"060375323032","Block Group 2, Census Tract 5323.03, Los Angeles County, California",744,2359,456,30,59,92,1,2190
"060375323033","Block Group 3, Census Tract 5323.03, Los Angeles County, California",251,941,143,4,0,39,0,917
"060375323041","Block Group 1, Census Tract 5323.04, Los Angeles County, California",887,2841,457,34,57,77,3,2654
"060375323042","Block Group 2, Census Tract 5323.04, Los Angeles County, California",255,819,151,42,16,30,0,697
"060375325002","Block Group 2, Census Tract 5325, Los Angeles County, California",417,1436,177,5,30,30,0,1376
"060375325001","Block Group 1, Census Tract 5325, Los Angeles County, California",252,738,83,15,3,33,0,694
"060375325003","Block Group 3, Census Tract 5325, Los Angeles County, California",486,1664,203,24,44,36,1,1580
"060375326052","Block Group 2, Census Tract 5326.05, Los Angeles County, California",489,1689,316,20,31,42,0,1601
"060375326051","Block Group 1, Census Tract 5326.05, Los Angeles County, California",695,2123,401,47,25,70,0,1961
"060375326063","Block Group 3, Census Tract 5326.06, Los Angeles County, California",365,1345,141,9,13,40,0,1294
"060375326061","Block Group 1, Census Tract 5326.06, Los Angeles County, California",420,1010,234,45,15,22,0,927
"060375326062","Block Group 2, Census Tract 5326.06, Los Angeles County, California",524,1770,247,8,8,55,2,1730
"060375326073","Block Group 3, Census Tract 5326.07, Los Angeles County, California",250,1000,126,1,1,26,0,987
"060375326071","Block Group 1, Census Tract 5326.07, Los Angeles County, California",550,1836,214,32,6,52,0,1762
"060375326072","Block Group 2, Census Tract 5326.07, Los Angeles County, California",205,886,208,12,19,23,1,822
"060375326074","Block Group 4, Census Tract 5326.07, Los Angeles County, California",240,890,91,5,5,49,0,861
"060375326075","Block Group 5, Census Tract 5326.07, Los Angeles County, California",302,1082,155,12,3,19,3,1050
"060375327001","Block Group 1, Census Tract 5327, Los Angeles County, California",317,1273,166,46,4,35,0,1201
"060375327002","Block Group 2, Census Tract 5327, Los Angeles County, California",394,1605,183,58,10,42,0,1502
"060375328001","Block Group 1, Census Tract 5328, Los Angeles County, California",509,2283,263,128,5,36,4,2105
"060375328002","Block Group 2, Census Tract 5328, Los Angeles County, California",515,1921,240,149,4,34,0,1755
"060375329001","Block Group 1, Census Tract 5329, Los Angeles County, California",391,1716,139,98,5,18,1,1602
"060375329002","Block Group 2, Census Tract 5329, Los Angeles County, California",660,2405,297,127,8,57,8,2237
"060375329003","Block Group 3, Census Tract 5329, Los Angeles County, California",578,2237,279,152,3,34,0,2036
"060375330011","Block Group 1, Census Tract 5330.01, Los Angeles County, California",591,2326,285,66,24,57,1,2173
"060375330012","Block Group 2, Census Tract 5330.01, Los Angeles County, California",536,2113,234,85,6,32,3,1995
"060375330021","Block Group 1, Census Tract 5330.02, Los Angeles County, California",267,1084,162,11,0,27,0,1056
"060375330022","Block Group 2, Census Tract 5330.02, Los Angeles County, California",352,1286,206,23,7,59,0,1234
"060375331031","Block Group 1, Census Tract 5331.03, Los Angeles County, California",427,1418,236,17,2,48,0,1375
"060375331032","Block Group 2, Census Tract 5331.03, Los Angeles County, California",463,1815,372,8,6,47,2,1767
"060375331041","Block Group 1, Census Tract 5331.04, Los Angeles County, California",434,1541,227,28,15,59,4,1468
"060375331042","Block Group 2, Census Tract 5331.04, Los Angeles County, California",854,2382,351,34,2,51,0,2309
"060375331051","Block Group 1, Census Tract 5331.05, Los Angeles County, California",661,2423,338,29,11,44,0,2316
"060375331082","Block Group 2, Census Tract 5331.08, Los Angeles County, California",645,2166,266,4,8,70,2,2126
"060375331081","Block Group 1, Census Tract 5331.08, Los Angeles County, California",357,1295,143,2,12,32,1,1247
"060375331083","Block Group 3, Census Tract 5331.08, Los Angeles County, California",440,1672,314,16,12,46,7,1616
