"GEOID","NAME","households","total_pop","white","black","asian","american_indian_alaska_native","hawaian_pacific_island","hispanic"
"060375332012","Block Group 2, Census Tract 5332.01, Los Angeles County, California",429,1603,152,1,4,39,1,1580
"060375332011","Block Group 1, Census Tract 5332.01, Los Angeles County, California",269,999,110,2,6,25,2,964
"060375332043","Block Group 3, Census Tract 5332.04, Los Angeles County, California",449,1591,211,20,12,38,0,1532
"060375332041","Block Group 1, Census Tract 5332.04, Los Angeles County, California",293,1049,159,0,3,27,0,1024
"060375332042","Block Group 2, Census Tract 5332.04, Los Angeles County, California",387,1503,193,2,5,59,0,1483
"060375333001","Block Group 1, Census Tract 5333, Los Angeles County, California",343,1190,155,7,0,30,0,1131
"060375333002","Block Group 2, Census Tract 5333, Los Angeles County, California",519,1982,240,17,5,80,0,1937
"060375334011","Block Group 1, Census Tract 5334.01, Los Angeles County, California",475,1827,210,9,8,53,0,1775
"060375334012","Block Group 2, Census Tract 5334.01, Los Angeles County, California",400,1561,264,5,2,46,0,1533
"060375334013","Block Group 3, Census Tract 5334.01, Los Angeles County, California",331,1289,195,8,1,17,0,1255
"060375334021","Block Group 1, Census Tract 5334.02, Los Angeles County, California",643,2393,308,11,15,93,1,2348
"060375334022","Block Group 2, Census Tract 5334.02, Los Angeles County, California",411,1509,236,2,4,46,0,1471
"060375334032","Block Group 2, Census Tract 5334.03, Los Angeles County, California",204,919,158,26,15,31,0,810
"060375334031","Block Group 1, Census Tract 5334.03, Los Angeles County, California",544,1859,205,5,4,34,0,1832
"060375335011","Block Group 1, Census Tract 5335.01, Los Angeles County, California",422,1640,296,20,3,35,0,1592
"060375335012","Block Group 2, Census Tract 5335.01, Los Angeles County, California",360,1318,184,2,6,20,0,1285
"060375335041","Block Group 1, Census Tract 5335.04, Los Angeles County, California",363,1302,172,2,3,29,0,1257
"060375335042","Block Group 2, Census Tract 5335.04, Los Angeles County, California",346,1402,179,4,3,33,1,1363
"060375335043","Block Group 3, Census Tract 5335.04, Los Angeles County, California",307,1144,147,4,3,50,0,1123
"060375336011","Block Group 1, Census Tract 5336.01, Los Angeles County, California",426,1598,210,2,7,71,6,1560
"060375336012","Block Group 2, Census Tract 5336.01, Los Angeles County, California",510,1804,310,4,19,39,3,1716
"060375336013","Block Group 3, Census Tract 5336.01, Los Angeles County, California",257,1012,183,2,1,41,0,950
"060375336021","Block Group 1, Census Tract 5336.02, Los Angeles County, California",507,1768,294,8,12,39,1,1698
"060375336022","Block Group 2, Census Tract 5336.02, Los Angeles County, California",692,2386,654,7,3,54,0,2110
"060375336023","Block Group 3, Census Tract 5336.02, Los Angeles County, California",250,870,181,4,8,47,0,814
"060375336031","Block Group 1, Census Tract 5336.03, Los Angeles County, California",567,2009,266,12,5,32,0,1959
"060375336032","Block Group 2, Census Tract 5336.03, Los Angeles County, California",570,2054,442,15,7,55,0,1871
"060375336033","Block Group 3, Census Tract 5336.03, Los Angeles County, California",661,2043,422,12,11,68,0,1873
"060375337011","Block Group 1, Census Tract 5337.01, Los Angeles County, California",352,1253,148,7,3,13,0,1216
"060375337012","Block Group 2, Census Tract 5337.01, Los Angeles County, California",563,1954,252,18,9,50,0,1891
"060375337022","Block Group 2, Census Tract 5337.02, Los Angeles County, California",303,1247,120,5,5,27,4,1218
"060375337021","Block Group 1, Census Tract 5337.02, Los Angeles County, California",571,2133,247,10,11,26,4,2069
"060375337031","Block Group 1, Census Tract 5337.03, Los Angeles County, California",416,1552,261,4,10,58,0,1505
"060375337032","Block Group 2, Census Tract 5337.03, Los Angeles County, California",621,2470,297,14,12,100,3,2409
"060375338031","Block Group 1, Census Tract 5338.03, Los Angeles County, California",369,1354,224,6,27,33,0,1270
"060375338034","Block Group 4, Census Tract 5338.03, Los Angeles County, California",629,2282,465,18,66,86,0,1975
"060375338032","Block Group 2, Census Tract 5338.03, Los Angeles County, California",427,1441,361,20,11,24,0,1224
"060375338033","Block Group 3, Census Tract 5338.03, Los Angeles County, California",293,1075,206,5,16,21,0,1012
"060375338041","Block Group 1, Census Tract 5338.04, Los Angeles County, California",367,1337,214,10,10,25,3,1285
"060375338042","Block Group 2, Census Tract 5338.04, Los Angeles County, California",403,1448,215,0,4,49,1,1392
"060375338043","Block Group 3, Census Tract 5338.04, Los Angeles County, California",429,1546,250,2,5,31,2,1489
"060375338051","Block Group 1, Census Tract 5338.05, Los Angeles County, California",677,2387,427,14,18,61,0,2301
"060375338052","Block Group 2, Census Tract 5338.05, Los Angeles County, California",291,1106,129,7,24,17,1,1059
"060375338061","Block Group 1, Census Tract 5338.06, Los Angeles County, California",1064,3941,723,11,16,97,0,3796
"060375339011","Block Group 1, Census Tract 5339.01, Los Angeles County, California",284,1162,158,11,6,18,0,1144
"060375339012","Block Group 2, Census Tract 5339.01, Los Angeles County, California",467,1773,232,15,4,74,0,1722
"060375339013","Block Group 3, Census Tract 5339.01, Los Angeles County, California",459,1819,274,1,6,58,7,1774
"060375339014","Block Group 4, Census Tract 5339.01, Los Angeles County, California",282,1110,142,7,14,35,2,1058
"060375339021","Block Group 1, Census Tract 5339.02, Los Angeles County, California",627,2224,319,11,8,37,0,2169
"060375339022","Block Group 2, Census Tract 5339.02, Los Angeles County, California",401,1616,213,1,15,76,1,1560
"060375340011","Block Group 1, Census Tract 5340.01, Los Angeles County, California",407,1594,234,11,11,51,0,1567
"060375340012","Block Group 2, Census Tract 5340.01, Los Angeles County, California",599,2260,301,8,10,94,2,2204
"060375340013","Block Group 3, Census Tract 5340.01, Los Angeles County, California",321,1278,148,5,5,29,1,1222
"060375340021","Block Group 1, Census Tract 5340.02, Los Angeles County, California",663,2782,449,51,29,127,0,2582
"060375340022","Block Group 2, Census Tract 5340.02, Los Angeles County, California",363,1348,153,8,7,51,0,1295
"060375341012","Block Group 2, Census Tract 5341.01, Los Angeles County, California",284,1127,198,1,14,30,0,1102
"060375341011","Block Group 1, Census Tract 5341.01, Los Angeles County, California",245,973,125,7,11,43,0,915
"060375341023","Block Group 3, Census Tract 5341.02, Los Angeles County, California",439,1621,244,7,5,34,1,1565
"060375341021","Block Group 1, Census Tract 5341.02, Los Angeles County, California",261,988,157,2,0,28,0,954
"060375341022","Block Group 2, Census Tract 5341.02, Los Angeles County, California",490,1804,226,16,13,29,0,1757
"060375341024","Block Group 4, Census Tract 5341.02, Los Angeles County, California",339,1329,165,3,21,42,0,1284
"060375342012","Block Group 2, Census Tract 5342.01, Los Angeles County, California",533,1862,245,9,11,71,4,1769
"060375342011","Block Group 1, Census Tract 5342.01, Los Angeles County, California",549,2370,286,38,18,94,0,2246
"060375342023","Block Group 3, Census Tract 5342.02, Los Angeles County, California",317,1344,205,18,21,49,3,1229
"060375342021","Block Group 1, Census Tract 5342.02, Los Angeles County, California",558,2177,310,12,5,72,0,2123
"060375342022","Block Group 2, Census Tract 5342.02, Los Angeles County, California",476,1852,281,13,7,45,0,1787
"060375342031","Block Group 1, Census Tract 5342.03, Los Angeles County, California",328,1305,194,11,6,44,0,1253
"060375342032","Block Group 2, Census Tract 5342.03, Los Angeles County, California",500,1783,261,15,19,52,2,1713
"060375343011","Block Group 1, Census Tract 5343.01, Los Angeles County, California",561,2104,302,33,21,62,0,2005
"060375343012","Block Group 2, Census Tract 5343.01, Los Angeles County, California",626,2319,359,8,15,75,9,2251
"060375343022","Block Group 2, Census Tract 5343.02, Los Angeles County, California",360,1564,227,8,14,78,0,1520
"060375343021","Block Group 1, Census Tract 5343.02, Los Angeles County, California",493,2098,326,24,0,66,1,2038
"060375344031","Block Group 1, Census Tract 5344.03, Los Angeles County, California",751,2874,392,26,4,80,18,2768
"060375344042","Block Group 2, Census Tract 5344.04, Los Angeles County, California",504,1847,325,35,26,44,0,1752
"060375344041","Block Group 1, Census Tract 5344.04, Los Angeles County, California",472,1708,364,11,20,46,4,1568
"060375344053","Block Group 3, Census Tract 5344.05, Los Angeles County, California",243,976,170,2,9,15,1,939
"060375344051","Block Group 1, Census Tract 5344.05, Los Angeles County, California",292,1221,218,17,5,60,11,1165
"060375344052","Block Group 2, Census Tract 5344.05, Los Angeles County, California",489,1862,313,23,23,45,1,1787
"060375344061","Block Group 1, Census Tract 5344.06, Los Angeles County, California",552,2168,371,11,26,66,2,2067
"060375344062","Block Group 2, Census Tract 5344.06, Los Angeles County, California",511,2070,355,18,11,71,0,2012
"060375345011","Block Group 1, Census Tract 5345.01, Los Angeles County, California",393,1484,195,7,17,37,2,1433
"060375345012","Block Group 2, Census Tract 5345.01, Los Angeles County, California",332,1337,163,7,7,56,7,1303
"060375345013","Block Group 3, Census Tract 5345.01, Los Angeles County, California",607,2256,265,5,10,133,1,2206
"060375345021","Block Group 1, Census Tract 5345.02, Los Angeles County, California",507,1974,383,3,13,46,0,1915
"060375345022","Block Group 2, Census Tract 5345.02, Los Angeles County, California",554,2100,307,6,11,35,0,2057
"060375347002","Block Group 2, Census Tract 5347, Los Angeles County, California",469,1889,318,4,13,76,0,1863
"060375347001","Block Group 1, Census Tract 5347, Los Angeles County, California",512,2219,400,11,17,27,1,2151
"060375348021","Block Group 1, Census Tract 5348.02, Los Angeles County, California",406,1636,253,8,8,37,7,1598
"060375348022","Block Group 2, Census Tract 5348.02, Los Angeles County, California",298,1123,155,15,2,24,2,1074
"060375348031","Block Group 1, Census Tract 5348.03, Los Angeles County, California",425,1681,237,12,5,60,1,1628
"060375348032","Block Group 2, Census Tract 5348.03, Los Angeles County, California",370,1450,228,7,3,63,0,1420
"060375348033","Block Group 3, Census Tract 5348.03, Los Angeles County, California",395,1498,308,7,9,48,2,1465
"060375348041","Block Group 1, Census Tract 5348.04, Los Angeles County, California",550,2169,311,17,2,40,0,2127
"060375348042","Block Group 2, Census Tract 5348.04, Los Angeles County, California",393,1549,256,14,15,64,0,1491
"060375349001","Block Group 1, Census Tract 5349, Los Angeles County, California",262,1018,158,15,21,15,0,965
"060375349002","Block Group 2, Census Tract 5349, Los Angeles County, California",495,2088,276,33,11,52,2,2013
"060375349003","Block Group 3, Census Tract 5349, Los Angeles County, California",378,1522,188,19,12,49,0,1463
"060375349004","Block Group 4, Census Tract 5349, Los Angeles County, California",390,1613,270,31,6,55,0,1535
"060375350011","Block Group 1, Census Tract 5350.01, Los Angeles County, California",384,1520,212,163,3,37,0,1338
"060375350012","Block Group 2, Census Tract 5350.01, Los Angeles County, California",290,1276,137,51,5,38,0,1192
"060375350013","Block Group 3, Census Tract 5350.01, Los Angeles County, California",360,1356,112,113,4,52,0,1222
"060375350021","Block Group 1, Census Tract 5350.02, Los Angeles County, California",360,1390,119,52,0,19,0,1333
"060375350022","Block Group 2, Census Tract 5350.02, Los Angeles County, California",203,903,66,24,0,17,0,859
"060375350023","Block Group 3, Census Tract 5350.02, Los Angeles County, California",257,1025,95,30,0,5,0,978
"060375351011","Block Group 1, Census Tract 5351.01, Los Angeles County, California",356,1553,153,76,8,32,0,1458
"060375351012","Block Group 2, Census Tract 5351.01, Los Angeles County, California",551,2124,205,351,9,75,1,1732
"060375351013","Block Group 3, Census Tract 5351.01, Los Angeles County, California",415,1667,132,146,2,34,1,1490
"060375351014","Block Group 4, Census Tract 5351.01, Los Angeles County, California",467,1985,170,216,14,58,0,1710
"060375351021","Block Group 1, Census Tract 5351.02, Los Angeles County, California",256,1081,126,151,1,20,0,907
"060375351022","Block Group 2, Census Tract 5351.02, Los Angeles County, California",510,2184,207,195,21,43,0,1928
"060375351023","Block Group 3, Census Tract 5351.02, Los Angeles County, California",301,1292,105,244,0,15,0,1020
"060375352001","Block Group 1, Census Tract 5352, Los Angeles County, California",452,1968,204,149,4,43,1,1800
"060375352002","Block Group 2, Census Tract 5352, Los Angeles County, California",513,2269,213,323,14,44,0,1934
"060375352003","Block Group 3, Census Tract 5352, Los Angeles County, California",404,1794,162,243,7,44,0,1523
"060375353001","Block Group 1, Census Tract 5353, Los Angeles County, California",429,1826,189,89,10,50,0,1669
"060375353004","Block Group 4, Census Tract 5353, Los Angeles County, California",415,1809,207,62,4,54,0,1707
"060375353002","Block Group 2, Census Tract 5353, Los Angeles County, California",348,1531,191,126,7,50,0,1369
"060375353003","Block Group 3, Census Tract 5353, Los Angeles County, California",292,1345,139,95,5,30,0,1226
"060375354001","Block Group 1, Census Tract 5354, Los Angeles County, California",432,1910,236,196,9,34,0,1664
"060375354002","Block Group 2, Census Tract 5354, Los Angeles County, California",345,1685,288,202,8,56,1,1369
"060375355011","Block Group 1, Census Tract 5355.01, Los Angeles County, California",521,1800,333,9,5,43,0,1753
"060375355012","Block Group 2, Census Tract 5355.01, Los Angeles County, California",516,1911,250,17,22,29,0,1824
"060375355022","Block Group 2, Census Tract 5355.02, Los Angeles County, California",713,2637,376,4,14,59,0,2581
"060375355021","Block Group 1, Census Tract 5355.02, Los Angeles County, California",563,2103,274,20,18,61,6,2003
"060375355031","Block Group 1, Census Tract 5355.03, Los Angeles County, California",677,2370,285,18,5,80,0,2320
"060375356032","Block Group 2, Census Tract 5356.03, Los Angeles County, California",820,3005,431,148,31,46,2,2783
"060375356031","Block Group 1, Census Tract 5356.03, Los Angeles County, California",306,1106,119,5,14,49,1,1070
"060375356041","Block Group 1, Census Tract 5356.04, Los Angeles County, California",489,1875,266,9,4,36,0,1846
"060375356042","Block Group 2, Census Tract 5356.04, Los Angeles County, California",560,2338,381,16,11,53,1,2264
