"GEOID","NAME","H1_001N"
"06013314105","Census Tract 3141.05, Contra Costa County, California",1474
"06013314106","Census Tract 3141.06, Contra Costa County, California",1100
"06013314200","Census Tract 3142, Contra Costa County, California",1841
"06013315000","Census Tract 3150, Contra Costa County, California",1223
"06013316000","Census Tract 3160, Contra Costa County, California",561
"06013317000","Census Tract 3170, Contra Costa County, California",1081
"06013318000","Census Tract 3180, Contra Costa County, California",1590
"06013319001","Census Tract 3190.01, Contra Costa County, California",1695
"06013319002","Census Tract 3190.02, Contra Costa County, California",1680
"06013320001","Census Tract 3200.01, Contra Costa County, California",1259
"06013320003","Census Tract 3200.03, Contra Costa County, California",1051
"06013320004","Census Tract 3200.04, Contra Costa County, California",2826
"06013321101","Census Tract 3211.01, Contra Costa County, California",2577
"06013321102","Census Tract 3211.02, Contra Costa County, California",2795
"06013321103","Census Tract 3211.03, Contra Costa County, California",1913
"06013321200","Census Tract 3212, Contra Costa County, California",2422
"06013322000","Census Tract 3220, Contra Costa County, California",2625
"06013323000","Census Tract 3230, Contra Costa County, California",1763
"06013324002","Census Tract 3240.02, Contra Costa County, California",2601
"06013324003","Census Tract 3240.03, Contra Costa County, California",1889
"06013324004","Census Tract 3240.04, Contra Costa County, California",1469
"06013325000","Census Tract 3250, Contra Costa County, California",2232
"06013326000","Census Tract 3260, Contra Costa County, California",1415
"06013327001","Census Tract 3270.01, Contra Costa County, California",1280
"06013327002","Census Tract 3270.02, Contra Costa County, California",1722
"06013328000","Census Tract 3280, Contra Costa County, California",1465
"06013329000","Census Tract 3290, Contra Costa County, California",2366
"06013330000","Census Tract 3300, Contra Costa County, California",2021
"06013331000","Census Tract 3310, Contra Costa County, California",2834
"06013332000","Census Tract 3320, Contra Costa County, California",2872
"06013333101","Census Tract 3331.01, Contra Costa County, California",1523
"06013333102","Census Tract 3331.02, Contra Costa County, California",1575
"06013333200","Census Tract 3332, Contra Costa County, California",2239
"06013334001","Census Tract 3340.01, Contra Costa County, California",1591
"06013334006","Census Tract 3340.06, Contra Costa County, California",1736
"06013334007","Census Tract 3340.07, Contra Costa County, California",1758
"06013334008","Census Tract 3340.08, Contra Costa County, California",1634
"06013334200","Census Tract 3342, Contra Costa County, California",2914
"06013335000","Census Tract 3350, Contra Costa County, California",1277
"06013336101","Census Tract 3361.01, Contra Costa County, California",1635
"06013336103","Census Tract 3361.03, Contra Costa County, California",1474
"06013336104","Census Tract 3361.04, Contra Costa County, California",1236
"06013336201","Census Tract 3362.01, Contra Costa County, California",1263
"06013336202","Census Tract 3362.02, Contra Costa County, California",1719
"06013337100","Census Tract 3371, Contra Costa County, California",1251
"06013337201","Census Tract 3372.01, Contra Costa County, California",1127
"06013337202","Census Tract 3372.02, Contra Costa County, California",2024
"06013337300","Census Tract 3373, Contra Costa County, California",2360
"06013338101","Census Tract 3381.01, Contra Costa County, California",1889
"06013338102","Census Tract 3381.02, Contra Costa County, California",1375
"06013338201","Census Tract 3382.01, Contra Costa County, California",1466
"06013338203","Census Tract 3382.03, Contra Costa County, California",2755
"06013338204","Census Tract 3382.04, Contra Costa County, California",2969
"06013338301","Census Tract 3383.01, Contra Costa County, California",1064
"06013338302","Census Tract 3383.02, Contra Costa County, California",2199
"06013339001","Census Tract 3390.01, Contra Costa County, California",2084
"06013339003","Census Tract 3390.03, Contra Costa County, California",2634
"06013339004","Census Tract 3390.04, Contra Costa County, California",1988
"06013340001","Census Tract 3400.01, Contra Costa County, California",2587
"06013340003","Census Tract 3400.03, Contra Costa County, California",1563
"06013340004","Census Tract 3400.04, Contra Costa County, California",1582
"06013341000","Census Tract 3410, Contra Costa County, California",2177
"06013343001","Census Tract 3430.01, Contra Costa County, California",2233
"06013343002","Census Tract 3430.02, Contra Costa County, California",2103
"06013343003","Census Tract 3430.03, Contra Costa County, California",1550
"06013345101","Census Tract 3451.01, Contra Costa County, California",2176
"06013345102","Census Tract 3451.02, Contra Costa County, California",1379
"06013345103","Census Tract 3451.03, Contra Costa County, California",1992
"06013345105","Census Tract 3451.05, Contra Costa County, California",2255
"06013345111","Census Tract 3451.11, Contra Costa County, California",2284
"06013345112","Census Tract 3451.12, Contra Costa County, California",3022
"06013345113","Census Tract 3451.13, Contra Costa County, California",1595
"06013345114","Census Tract 3451.14, Contra Costa County, California",2624
"06013345115","Census Tract 3451.15, Contra Costa County, California",2100
"06013345116","Census Tract 3451.16, Contra Costa County, California",971
"06013345117","Census Tract 3451.17, Contra Costa County, California",1749
"06013345118","Census Tract 3451.18, Contra Costa County, California",1802
"06013345203","Census Tract 3452.03, Contra Costa County, California",2948
"06013345204","Census Tract 3452.04, Contra Costa County, California",1335
"06013345205","Census Tract 3452.05, Contra Costa County, California",2420
"06013345206","Census Tract 3452.06, Contra Costa County, California",1246
"06013346101","Census Tract 3461.01, Contra Costa County, California",1337
"06013346102","Census Tract 3461.02, Contra Costa County, California",2030
"06013346203","Census Tract 3462.03, Contra Costa County, California",1458
"06013346204","Census Tract 3462.04, Contra Costa County, California",2606
"06013346205","Census Tract 3462.05, Contra Costa County, California",1519
"06013346206","Census Tract 3462.06, Contra Costa County, California",1262
"06013347000","Census Tract 3470, Contra Costa County, California",2379
"06013348000","Census Tract 3480, Contra Costa County, California",1748
"06013349000","Census Tract 3490, Contra Costa County, California",2192
"06013350000","Census Tract 3500, Contra Costa County, California",2708
"06013351101","Census Tract 3511.01, Contra Costa County, California",2204
"06013351103","Census Tract 3511.03, Contra Costa County, California",1504
"06013351104","Census Tract 3511.04, Contra Costa County, California",1596
"06013351105","Census Tract 3511.05, Contra Costa County, California",1457
"06013351200","Census Tract 3512, Contra Costa County, California",2091
"06013352101","Census Tract 3521.01, Contra Costa County, California",927
"06013352102","Census Tract 3521.02, Contra Costa County, California",1879
"06013352201","Census Tract 3522.01, Contra Costa County, California",2435
"06013352202","Census Tract 3522.02, Contra Costa County, California",1088
"06013353001","Census Tract 3530.01, Contra Costa County, California",1524
"06013353002","Census Tract 3530.02, Contra Costa County, California",1542
"06013354001","Census Tract 3540.01, Contra Costa County, California",751
"06013354002","Census Tract 3540.02, Contra Costa County, California",2814
"06013355107","Census Tract 3551.07, Contra Costa County, California",1794
"06013355109","Census Tract 3551.09, Contra Costa County, California",2221
"06013355110","Census Tract 3551.10, Contra Costa County, California",1251
"06013355111","Census Tract 3551.11, Contra Costa County, California",2017
"06013355112","Census Tract 3551.12, Contra Costa County, California",2170
"06013355113","Census Tract 3551.13, Contra Costa County, California",1728
"06013355115","Census Tract 3551.15, Contra Costa County, California",3636
"06013355118","Census Tract 3551.18, Contra Costa County, California",1252
"06013355119","Census Tract 3551.19, Contra Costa County, California",1272
"06013355120","Census Tract 3551.20, Contra Costa County, California",1202
"06013355121","Census Tract 3551.21, Contra Costa County, California",2205
"06013355122","Census Tract 3551.22, Contra Costa County, California",1483
"06013355123","Census Tract 3551.23, Contra Costa County, California",758
"06013355124","Census Tract 3551.24, Contra Costa County, California",1204
"06013355125","Census Tract 3551.25, Contra Costa County, California",1229
"06013355126","Census Tract 3551.26, Contra Costa County, California",1538
"06013355201","Census Tract 3552.01, Contra Costa County, California",2613
"06013355202","Census Tract 3552.02, Contra Costa County, California",1406
"06013355302","Census Tract 3553.02, Contra Costa County, California",1229
"06013355306","Census Tract 3553.06, Contra Costa County, California",1859
"06013355307","Census Tract 3553.07, Contra Costa County, California",1741
"06013355308","Census Tract 3553.08, Contra Costa County, California",1401
"06013355309","Census Tract 3553.09, Contra Costa County, California",1625
"06013355310","Census Tract 3553.10, Contra Costa County, California",1248
"06013356001","Census Tract 3560.01, Contra Costa County, California",1209
