"GEOID","NAME","H1_001N"
"06059032049","Census Tract 320.49, Orange County, California",3298
"06059032050","Census Tract 320.50, Orange County, California",1756
"06059032051","Census Tract 320.51, Orange County, California",2033
"06059032053","Census Tract 320.53, Orange County, California",3130
"06059032054","Census Tract 320.54, Orange County, California",2467
"06059032055","Census Tract 320.55, Orange County, California",1442
"06059032057","Census Tract 320.57, Orange County, California",2423
"06059032058","Census Tract 320.58, Orange County, California",2281
"06059032059","Census Tract 320.59, Orange County, California",3040
"06059032061","Census Tract 320.61, Orange County, California",2391
"06059032062","Census Tract 320.62, Orange County, California",1370
"06059032063","Census Tract 320.63, Orange County, California",2496
"06059032064","Census Tract 320.64, Orange County, California",1079
"06059032065","Census Tract 320.65, Orange County, California",1857
"06059032066","Census Tract 320.66, Orange County, California",3403
"06059042106","Census Tract 421.06, Orange County, California",1125
"06059042107","Census Tract 421.07, Orange County, California",1551
"06059042108","Census Tract 421.08, Orange County, California",3154
"06059042109","Census Tract 421.09, Orange County, California",2234
"06059042111","Census Tract 421.11, Orange County, California",2198
"06059042112","Census Tract 421.12, Orange County, California",2341
"06059042113","Census Tract 421.13, Orange County, California",1931
"06059042114","Census Tract 421.14, Orange County, California",1720
"06059042115","Census Tract 421.15, Orange County, California",587
"06059042116","Census Tract 421.16, Orange County, California",2807
"06059042201","Census Tract 422.01, Orange County, California",2749
"06059042203","Census Tract 422.03, Orange County, California",3551
"06059042205","Census Tract 422.05, Orange County, California",2444
"06059042206","Census Tract 422.06, Orange County, California",1550
"06059042305","Census Tract 423.05, Orange County, California",1964
"06059042307","Census Tract 423.07, Orange County, California",2316
"06059042311","Census Tract 423.11, Orange County, California",2298
"06059042312","Census Tract 423.12, Orange County, California",2303
"06059042313","Census Tract 423.13, Orange County, California",3146
"06059042315","Census Tract 423.15, Orange County, California",2513
"06059042317","Census Tract 423.17, Orange County, California",1553
"06059042319","Census Tract 423.19, Orange County, California",1148
"06059042320","Census Tract 423.20, Orange County, California",2649
"06059042323","Census Tract 423.23, Orange County, California",2890
"06059042324","Census Tract 423.24, Orange County, California",2381
"06059042325","Census Tract 423.25, Orange County, California",1541
"06059042326","Census Tract 423.26, Orange County, California",1825
"06059042327","Census Tract 423.27, Orange County, California",1729
"06059042328","Census Tract 423.28, Orange County, California",830
"06059042329","Census Tract 423.29, Orange County, California",1588
"06059042330","Census Tract 423.30, Orange County, California",2214
"06059042331","Census Tract 423.31, Orange County, California",2164
"06059042332","Census Tract 423.32, Orange County, California",2308
"06059042333","Census Tract 423.33, Orange County, California",2567
"06059042334","Census Tract 423.34, Orange County, California",2257
"06059042335","Census Tract 423.35, Orange County, California",2568
"06059042336","Census Tract 423.36, Orange County, California",1575
"06059042337","Census Tract 423.37, Orange County, California",1381
"06059042338","Census Tract 423.38, Orange County, California",2075
"06059042339","Census Tract 423.39, Orange County, California",1535
"06059042340","Census Tract 423.40, Orange County, California",692
"06059042341","Census Tract 423.41, Orange County, California",2533
"06059052408","Census Tract 524.08, Orange County, California",2170
"06059052410","Census Tract 524.10, Orange County, California",2143
"06059052411","Census Tract 524.11, Orange County, California",1350
"06059052415","Census Tract 524.15, Orange County, California",1301
"06059052416","Census Tract 524.16, Orange County, California",1275
"06059052417","Census Tract 524.17, Orange County, California",2442
"06059052419","Census Tract 524.19, Orange County, California",1148
"06059052421","Census Tract 524.21, Orange County, California",3570
"06059052422","Census Tract 524.22, Orange County, California",4154
"06059052423","Census Tract 524.23, Orange County, California",2429
"06059052424","Census Tract 524.24, Orange County, California",1884
"06059052425","Census Tract 524.25, Orange County, California",2345
"06059052427","Census Tract 524.27, Orange County, California",1743
"06059052428","Census Tract 524.28, Orange County, California",2722
"06059052429","Census Tract 524.29, Orange County, California",3354
"06059052430","Census Tract 524.30, Orange County, California",5401
"06059052431","Census Tract 524.31, Orange County, California",1662
"06059052432","Census Tract 524.32, Orange County, California",3517
"06059052433","Census Tract 524.33, Orange County, California",6165
"06059052434","Census Tract 524.34, Orange County, California",2291
"06059052435","Census Tract 524.35, Orange County, California",2366
"06059052436","Census Tract 524.36, Orange County, California",1929
"06059052437","Census Tract 524.37, Orange County, California",2804
"06059052438","Census Tract 524.38, Orange County, California",2877
"06059052439","Census Tract 524.39, Orange County, California",4013
"06059052502","Census Tract 525.02, Orange County, California",2061
"06059052505","Census Tract 525.05, Orange County, California",1967
"06059052506","Census Tract 525.06, Orange County, California",835
"06059052511","Census Tract 525.11, Orange County, California",2361
"06059052513","Census Tract 525.13, Orange County, California",2315
"06059052514","Census Tract 525.14, Orange County, California",2130
"06059052518","Census Tract 525.18, Orange County, California",4355
"06059052519","Census Tract 525.19, Orange County, California",1626
"06059052520","Census Tract 525.20, Orange County, California",1336
"06059052521","Census Tract 525.21, Orange County, California",2260
"06059052522","Census Tract 525.22, Orange County, California",1450
"06059052523","Census Tract 525.23, Orange County, California",1556
"06059052524","Census Tract 525.24, Orange County, California",3002
"06059052526","Census Tract 525.26, Orange County, California",1368
"06059052527","Census Tract 525.27, Orange County, California",2753
"06059052528","Census Tract 525.28, Orange County, California",1252
"06059052529","Census Tract 525.29, Orange County, California",1037
"06059052530","Census Tract 525.30, Orange County, California",2186
"06059052531","Census Tract 525.31, Orange County, California",1532
"06059052532","Census Tract 525.32, Orange County, California",2745
"06059052533","Census Tract 525.33, Orange County, California",2494
"06059052534","Census Tract 525.34, Orange County, California",1116
"06059052535","Census Tract 525.35, Orange County, California",2076
"06059062605","Census Tract 626.05, Orange County, California",2153
"06059062610","Census Tract 626.10, Orange County, California",8093
"06059062611","Census Tract 626.11, Orange County, California",1784
"06059062614","Census Tract 626.14, Orange County, California",4960
"06059062619","Census Tract 626.19, Orange County, California",1993
"06059062620","Census Tract 626.20, Orange County, California",2692
"06059062622","Census Tract 626.22, Orange County, California",3024
"06059062625","Census Tract 626.25, Orange County, California",2238
"06059062626","Census Tract 626.26, Orange County, California",1184
"06059062627","Census Tract 626.27, Orange County, California",1612
"06059062628","Census Tract 626.28, Orange County, California",999
"06059062629","Census Tract 626.29, Orange County, California",922
"06059062630","Census Tract 626.30, Orange County, California",747
"06059062631","Census Tract 626.31, Orange County, California",1258
"06059062632","Census Tract 626.32, Orange County, California",2230
"06059062633","Census Tract 626.33, Orange County, California",1919
"06059062634","Census Tract 626.34, Orange County, California",2068
"06059062635","Census Tract 626.35, Orange County, California",1681
"06059062636","Census Tract 626.36, Orange County, California",1518
"06059062637","Census Tract 626.37, Orange County, California",2776
"06059062638","Census Tract 626.38, Orange County, California",2537
"06059062639","Census Tract 626.39, Orange County, California",2984
"06059062640","Census Tract 626.40, Orange County, California",1697
"06059062641","Census Tract 626.41, Orange County, California",2087
"06059062642","Census Tract 626.42, Orange County, California",1369
"06059062643","Census Tract 626.43, Orange County, California",3118
"06059062645","Census Tract 626.45, Orange County, California",2659
"06059062646","Census Tract 626.46, Orange County, California",2891
"06059062647","Census Tract 626.47, Orange County, California",2839
"06059062648","Census Tract 626.48, Orange County, California",2486
"06059062649","Census Tract 626.49, Orange County, California",2192
"06059062650","Census Tract 626.50, Orange County, California",1710
"06059062651","Census Tract 626.51, Orange County, California",1187
"06059062652","Census Tract 626.52, Orange County, California",1924
"06059062653","Census Tract 626.53, Orange County, California",3769
"06059062654","Census Tract 626.54, Orange County, California",2642
"06059062655","Census Tract 626.55, Orange County, California",2051
"06059062656","Census Tract 626.56, Orange County, California",1981
"06059062657","Census Tract 626.57, Orange County, California",1339
"06059062658","Census Tract 626.58, Orange County, California",2140
"06059062701","Census Tract 627.01, Orange County, California",1613
"06059062702","Census Tract 627.02, Orange County, California",2712
"06059062800","Census Tract 628, Orange County, California",2767
"06059062900","Census Tract 629, Orange County, California",934
"06059063004","Census Tract 630.04, Orange County, California",3400
"06059063005","Census Tract 630.05, Orange County, California",959
"06059063006","Census Tract 630.06, Orange County, California",2035
"06059063007","Census Tract 630.07, Orange County, California",3169
"06059063008","Census Tract 630.08, Orange County, California",1646
"06059063009","Census Tract 630.09, Orange County, California",753
"06059063010","Census Tract 630.10, Orange County, California",3172
"06059063101","Census Tract 631.01, Orange County, California",1261
"06059063102","Census Tract 631.02, Orange County, California",2939
"06059063103","Census Tract 631.03, Orange County, California",1097
"06059063201","Census Tract 632.01, Orange County, California",1691
"06059063202","Census Tract 632.02, Orange County, California",1594
"06059063301","Census Tract 633.01, Orange County, California",1491
"06059063302","Census Tract 633.02, Orange County, California",1728
"06059063400","Census Tract 634, Orange County, California",2183
"06059063500","Census Tract 635, Orange County, California",3477
"06059063601","Census Tract 636.01, Orange County, California",1488
"06059063603","Census Tract 636.03, Orange County, California",3290
"06059063604","Census Tract 636.04, Orange County, California",1728
"06059063605","Census Tract 636.05, Orange County, California",1788
"06059063701","Census Tract 637.01, Orange County, California",1781
"06059063702","Census Tract 637.02, Orange County, California",2325
"06059063802","Census Tract 638.02, Orange County, California",1091
"06059063803","Census Tract 638.03, Orange County, California",1660
"06059063805","Census Tract 638.05, Orange County, California",906
"06059063806","Census Tract 638.06, Orange County, California",1424
"06059063807","Census Tract 638.07, Orange County, California",2266
"06059063808","Census Tract 638.08, Orange County, California",1585
"06059063902","Census Tract 639.02, Orange County, California",2791
"06059063903","Census Tract 639.03, Orange County, California",1226
"06059063904","Census Tract 639.04, Orange County, California",1340
"06059063905","Census Tract 639.05, Orange County, California",1879
"06059063906","Census Tract 639.06, Orange County, California",2403
"06059063908","Census Tract 639.08, Orange County, California",2643
"06059063909","Census Tract 639.09, Orange County, California",1930
"06059063910","Census Tract 639.10, Orange County, California",1824
"06059074003","Census Tract 740.03, Orange County, California",1432
"06059074004","Census Tract 740.04, Orange County, California",2284
"06059074005","Census Tract 740.05, Orange County, California",1552
"06059074006","Census Tract 740.06, Orange County, California",1987
"06059074102","Census Tract 741.02, Orange County, California",1317
"06059074103","Census Tract 741.03, Orange County, California",904
"06059074106","Census Tract 741.06, Orange County, California",1948
"06059074107","Census Tract 741.07, Orange County, California",2703
"06059074108","Census Tract 741.08, Orange County, California",899
"06059074109","Census Tract 741.09, Orange County, California",666
"06059074110","Census Tract 741.10, Orange County, California",953
"06059074111","Census Tract 741.11, Orange County, California",1370
"06059074200","Census Tract 742, Orange County, California",1717
"06059074300","Census Tract 743, Orange County, California",795
"06059074403","Census Tract 744.03, Orange County, California",1309
"06059074405","Census Tract 744.05, Orange County, California",1698
"06059074406","Census Tract 744.06, Orange County, California",951
"06059074407","Census Tract 744.07, Orange County, California",1795
"06059074408","Census Tract 744.08, Orange County, California",1635
"06059074501","Census Tract 745.01, Orange County, California",1370
"06059074502","Census Tract 745.02, Orange County, California",1004
"06059074601","Census Tract 746.01, Orange County, California",1690
"06059074602","Census Tract 746.02, Orange County, California",1706
"06059074701","Census Tract 747.01, Orange County, California",1427
"06059074702","Census Tract 747.02, Orange County, California",1107
"06059074801","Census Tract 748.01, Orange County, California",1044
"06059074802","Census Tract 748.02, Orange County, California",1251
"06059074803","Census Tract 748.03, Orange County, California",1824
"06059074805","Census Tract 748.05, Orange County, California",1017
"06059074806","Census Tract 748.06, Orange County, California",903
"06059074901","Census Tract 749.01, Orange County, California",1915
"06059074902","Census Tract 749.02, Orange County, California",1191
"06059075002","Census Tract 750.02, Orange County, California",2433
"06059075003","Census Tract 750.03, Orange County, California",1760
"06059075004","Census Tract 750.04, Orange County, California",1317
"06059075100","Census Tract 751, Orange County, California",2044
"06059075201","Census Tract 752.01, Orange County, California",1114
"06059075202","Census Tract 752.02, Orange County, California",1123
"06059075301","Census Tract 753.01, Orange County, California",1611
"06059075302","Census Tract 753.02, Orange County, California",1131
"06059075303","Census Tract 753.03, Orange County, California",1283
"06059075401","Census Tract 754.01, Orange County, California",1271
"06059075403","Census Tract 754.03, Orange County, California",2809
"06059075404","Census Tract 754.04, Orange County, California",2170
"06059075405","Census Tract 754.05, Orange County, California",1009
"06059075504","Census Tract 755.04, Orange County, California",1598
"06059075505","Census Tract 755.05, Orange County, California",1539
"06059075506","Census Tract 755.06, Orange County, California",1200
"06059075507","Census Tract 755.07, Orange County, California",2018
"06059075512","Census Tract 755.12, Orange County, California",1196
"06059075513","Census Tract 755.13, Orange County, California",1544
"06059075514","Census Tract 755.14, Orange County, California",1190
"06059075516","Census Tract 755.16, Orange County, California",5960
"06059075517","Census Tract 755.17, Orange County, California",1977
"06059075518","Census Tract 755.18, Orange County, California",3360
"06059075603","Census Tract 756.03, Orange County, California",1420
"06059075604","Census Tract 756.04, Orange County, California",2773
"06059075605","Census Tract 756.05, Orange County, California",2185
"06059075606","Census Tract 756.06, Orange County, California",2256
"06059075607","Census Tract 756.07, Orange County, California",2972
"06059075701","Census Tract 757.01, Orange County, California",2191
"06059075702","Census Tract 757.02, Orange County, California",1168
"06059075703","Census Tract 757.03, Orange County, California",1384
"06059075805","Census Tract 758.05, Orange County, California",1382
"06059075806","Census Tract 758.06, Orange County, California",2184
"06059075807","Census Tract 758.07, Orange County, California",1269
"06059075808","Census Tract 758.08, Orange County, California",1156
"06059075809","Census Tract 758.09, Orange County, California",1101
"06059075810","Census Tract 758.10, Orange County, California",1020
"06059075811","Census Tract 758.11, Orange County, California",891
"06059075812","Census Tract 758.12, Orange County, California",1948
"06059075813","Census Tract 758.13, Orange County, California",1806
"06059075814","Census Tract 758.14, Orange County, California",1169
"06059075815","Census Tract 758.15, Orange County, California",1642
"06059075816","Census Tract 758.16, Orange County, California",1267
"06059075901","Census Tract 759.01, Orange County, California",1695
"06059075902","Census Tract 759.02, Orange County, California",2882
"06059076001","Census Tract 760.01, Orange County, California",2787
"06059076002","Census Tract 760.02, Orange County, California",1106
"06059076102","Census Tract 761.02, Orange County, California",2269
"06059076103","Census Tract 761.03, Orange County, California",2600
"06059076104","Census Tract 761.04, Orange County, California",3070
"06059076105","Census Tract 761.05, Orange County, California",1373
"06059076201","Census Tract 762.01, Orange County, California",2555
"06059076202","Census Tract 762.02, Orange County, California",2027
"06059076204","Census Tract 762.04, Orange County, California",1496
"06059076205","Census Tract 762.05, Orange County, California",1721
"06059076206","Census Tract 762.06, Orange County, California",1645
"06059076208","Census Tract 762.08, Orange County, California",1759
"06059086301","Census Tract 863.01, Orange County, California",1902
"06059086303","Census Tract 863.03, Orange County, California",5872
"06059086304","Census Tract 863.04, Orange County, California",1745
"06059086305","Census Tract 863.05, Orange County, California",1144
"06059086306","Census Tract 863.06, Orange County, California",1309
"06059086402","Census Tract 864.02, Orange County, California",1411
"06059086404","Census Tract 864.04, Orange County, California",1500
"06059086405","Census Tract 864.05, Orange County, California",1827
"06059086406","Census Tract 864.06, Orange County, California",1395
"06059086407","Census Tract 864.07, Orange County, California",2133
"06059086501","Census Tract 865.01, Orange County, California",1187
"06059086502","Census Tract 865.02, Orange County, California",1406
"06059086601","Census Tract 866.01, Orange County, California",2428
"06059086602","Census Tract 866.02, Orange County, California",1755
"06059086701","Census Tract 867.01, Orange County, California",2552
"06059086702","Census Tract 867.02, Orange County, California",1961
"06059086801","Census Tract 868.01, Orange County, California",1050
"06059086802","Census Tract 868.02, Orange County, California",1547
"06059086803","Census Tract 868.03, Orange County, California",2838
"06059086901","Census Tract 869.01, Orange County, California",2911
"06059086902","Census Tract 869.02, Orange County, California",1812
"06059086903","Census Tract 869.03, Orange County, California",2066
"06059087001","Census Tract 870.01, Orange County, California",1686
"06059087002","Census Tract 870.02, Orange County, California",2398
"06059087101","Census Tract 871.01, Orange County, California",1884
"06059087102","Census Tract 871.02, Orange County, California",1923
"06059087103","Census Tract 871.03, Orange County, California",2408
"06059087105","Census Tract 871.05, Orange County, California",1497
"06059087106","Census Tract 871.06, Orange County, California",1439
"06059087200","Census Tract 872, Orange County, California",2553
"06059087301","Census Tract 873.01, Orange County, California",1358
"06059087302","Census Tract 873.02, Orange County, California",2188
"06059087401","Census Tract 874.01, Orange County, California",1634
"06059087403","Census Tract 874.03, Orange County, California",733
"06059087404","Census Tract 874.04, Orange County, California",927
"06059087405","Census Tract 874.05, Orange County, California",1413
"06059087503","Census Tract 875.03, Orange County, California",1808
"06059087504","Census Tract 875.04, Orange County, California",1791
"06059087505","Census Tract 875.05, Orange County, California",1388
"06059087601","Census Tract 876.01, Orange County, California",1491
"06059087602","Census Tract 876.02, Orange County, California",2232
"06059087701","Census Tract 877.01, Orange County, California",1742
"06059087703","Census Tract 877.03, Orange County, California",1542
"06059087704","Census Tract 877.04, Orange County, California",1352
"06059087801","Census Tract 878.01, Orange County, California",1681
"06059087802","Census Tract 878.02, Orange County, California",2270
"06059087803","Census Tract 878.03, Orange County, California",1442
"06059087805","Census Tract 878.05, Orange County, California",1927
"06059087806","Census Tract 878.06, Orange County, California",1585
"06059087901","Census Tract 879.01, Orange County, California",1196
"06059087902","Census Tract 879.02, Orange County, California",1300
"06059088001","Census Tract 880.01, Orange County, California",1262
"06059088002","Census Tract 880.02, Orange County, California",1126
"06059088101","Census Tract 881.01, Orange County, California",683
"06059088104","Census Tract 881.04, Orange County, California",1521
"06059088105","Census Tract 881.05, Orange County, California",1079
"06059088106","Census Tract 881.06, Orange County, California",1732
"06059088107","Census Tract 881.07, Orange County, California",1734
"06059088201","Census Tract 882.01, Orange County, California",1100
"06059088202","Census Tract 882.02, Orange County, California",893
"06059088203","Census Tract 882.03, Orange County, California",1529
"06059088301","Census Tract 883.01, Orange County, California",1767
"06059088302","Census Tract 883.02, Orange County, California",1807
"06059088401","Census Tract 884.01, Orange County, California",1313
"06059088402","Census Tract 884.02, Orange County, California",1313
"06059088403","Census Tract 884.03, Orange County, California",1907
"06059088501","Census Tract 885.01, Orange County, California",1948
"06059088502","Census Tract 885.02, Orange County, California",1468
"06059088601","Census Tract 886.01, Orange County, California",2258
"06059088602","Census Tract 886.02, Orange County, California",1362
"06059088701","Census Tract 887.01, Orange County, California",2123
"06059088702","Census Tract 887.02, Orange County, California",1571
"06059088801","Census Tract 888.01, Orange County, California",2645
"06059088802","Census Tract 888.02, Orange County, California",1485
"06059088901","Census Tract 889.01, Orange County, California",1721
"06059088902","Census Tract 889.02, Orange County, California",1188
"06059088903","Census Tract 889.03, Orange County, California",2046
"06059088904","Census Tract 889.04, Orange County, California",1497
"06059088905","Census Tract 889.05, Orange County, California",1371
"06059089001","Census Tract 890.01, Orange County, California",1687
"06059089003","Census Tract 890.03, Orange County, California",889
"06059089004","Census Tract 890.04, Orange County, California",2218
"06059089102","Census Tract 891.02, Orange County, California",1623
"06059089104","Census Tract 891.04, Orange County, California",1370
"06059089105","Census Tract 891.05, Orange County, California",1330
"06059089106","Census Tract 891.06, Orange County, California",972
"06059089107","Census Tract 891.07, Orange County, California",1306
"06059099202","Census Tract 992.02, Orange County, California",2129
"06059099203","Census Tract 992.03, Orange County, California",1559
"06059099204","Census Tract 992.04, Orange County, California",1386
"06059099212","Census Tract 992.12, Orange County, California",1788
"06059099214","Census Tract 992.14, Orange County, California",1451
"06059099215","Census Tract 992.15, Orange County, California",1946
"06059099216","Census Tract 992.16, Orange County, California",1562
"06059099217","Census Tract 992.17, Orange County, California",904
"06059099220","Census Tract 992.20, Orange County, California",2593
"06059099222","Census Tract 992.22, Orange County, California",1658
"06059099223","Census Tract 992.23, Orange County, California",1739
"06059099224","Census Tract 992.24, Orange County, California",1114
"06059099225","Census Tract 992.25, Orange County, California",1050
"06059099226","Census Tract 992.26, Orange County, California",1140
"06059099227","Census Tract 992.27, Orange County, California",2161
"06059099229","Census Tract 992.29, Orange County, California",2659
"06059099230","Census Tract 992.30, Orange County, California",1536
"06059099231","Census Tract 992.31, Orange County, California",1815
"06059099232","Census Tract 992.32, Orange County, California",1978
"06059099233","Census Tract 992.33, Orange County, California",1078
"06059099234","Census Tract 992.34, Orange County, California",1241
"06059099235","Census Tract 992.35, Orange County, California",2325
"06059099237","Census Tract 992.37, Orange County, California",1256
"06059099238","Census Tract 992.38, Orange County, California",1394
"06059099239","Census Tract 992.39, Orange County, California",1379
"06059099240","Census Tract 992.40, Orange County, California",2192
"06059099241","Census Tract 992.41, Orange County, California",1982
"06059099242","Census Tract 992.42, Orange County, California",1136
"06059099243","Census Tract 992.43, Orange County, California",1861
"06059099244","Census Tract 992.44, Orange County, California",1952
"06059099245","Census Tract 992.45, Orange County, California",1098
"06059099246","Census Tract 992.46, Orange County, California",1242
"06059099247","Census Tract 992.47, Orange County, California",804
"06059099248","Census Tract 992.48, Orange County, California",1484
"06059099249","Census Tract 992.49, Orange County, California",861
"06059099250","Census Tract 992.50, Orange County, California",1093
"06059099251","Census Tract 992.51, Orange County, California",2248
"06059099305","Census Tract 993.05, Orange County, California",3185
"06059099306","Census Tract 993.06, Orange County, California",2859
"06059099307","Census Tract 993.07, Orange County, California",1396
"06059099308","Census Tract 993.08, Orange County, California",2219
"06059099309","Census Tract 993.09, Orange County, California",2459
"06059099310","Census Tract 993.10, Orange County, California",2211
"06059099311","Census Tract 993.11, Orange County, California",2137
"06059099402","Census Tract 994.02, Orange County, California",2158
"06059099404","Census Tract 994.04, Orange County, California",1781
"06059099405","Census Tract 994.05, Orange County, California",1709
"06059099406","Census Tract 994.06, Orange County, California",1720
"06059099407","Census Tract 994.07, Orange County, California",969
"06059099408","Census Tract 994.08, Orange County, California",1705
"06059099410","Census Tract 994.10, Orange County, California",2144
"06059099411","Census Tract 994.11, Orange County, California",2114
"06059099412","Census Tract 994.12, Orange County, California",1952
"06059099415","Census Tract 994.15, Orange County, California",1969
"06059099416","Census Tract 994.16, Orange County, California",2409
"06059099417","Census Tract 994.17, Orange County, California",2273
"06059099418","Census Tract 994.18, Orange County, California",2151
"06059099419","Census Tract 994.19, Orange County, California",1549
"06059099502","Census Tract 995.02, Orange County, California",191
"06059099504","Census Tract 995.04, Orange County, California",1039
"06059099506","Census Tract 995.06, Orange County, California",791
"06059099508","Census Tract 995.08, Orange County, California",2282
"06059099509","Census Tract 995.09, Orange County, California",2954
"06059099510","Census Tract 995.10, Orange County, California",3668
"06059099511","Census Tract 995.11, Orange County, California",1995
"06059099512","Census Tract 995.12, Orange County, California",1760
"06059099513","Census Tract 995.13, Orange County, California",1240
"06059099514","Census Tract 995.14, Orange County, California",2425
"06059099601","Census Tract 996.01, Orange County, California",1980
"06059099602","Census Tract 996.02, Orange County, California",1166
"06059099603","Census Tract 996.03, Orange County, California",2410
"06059099604","Census Tract 996.04, Orange County, California",1217
"06059099605","Census Tract 996.05, Orange County, California",2172
"06059099701","Census Tract 997.01, Orange County, California",1800
"06059099702","Census Tract 997.02, Orange County, California",2393
"06059099703","Census Tract 997.03, Orange County, California",2185
"06059099801","Census Tract 998.01, Orange County, California",1633
"06059099802","Census Tract 998.02, Orange County, California",1878
"06059099803","Census Tract 998.03, Orange County, California",1760
"06059099902","Census Tract 999.02, Orange County, California",1359
"06059099903","Census Tract 999.03, Orange County, California",1500
"06059099904","Census Tract 999.04, Orange County, California",1899
"06059099905","Census Tract 999.05, Orange County, California",1332
"06059099906","Census Tract 999.06, Orange County, California",1678
"06059110001","Census Tract 1100.01, Orange County, California",1547
"06059110003","Census Tract 1100.03, Orange County, California",1140
"06059110004","Census Tract 1100.04, Orange County, California",1690
"06059110005","Census Tract 1100.05, Orange County, California",1148
"06059110006","Census Tract 1100.06, Orange County, California",1102
"06059110007","Census Tract 1100.07, Orange County, California",1690
"06059110008","Census Tract 1100.08, Orange County, California",1734
"06059110010","Census Tract 1100.10, Orange County, California",1425
"06059110011","Census Tract 1100.11, Orange County, California",1115
"06059110012","Census Tract 1100.12, Orange County, California",1969
"06059110014","Census Tract 1100.14, Orange County, California",1937
"06059110015","Census Tract 1100.15, Orange County, California",1233
"06059110102","Census Tract 1101.02, Orange County, California",1880
"06059110104","Census Tract 1101.04, Orange County, California",2066
"06059110106","Census Tract 1101.06, Orange County, California",1248
"06059110108","Census Tract 1101.08, Orange County, California",1094
"06059110109","Census Tract 1101.09, Orange County, California",1819
"06059110110","Census Tract 1101.10, Orange County, California",1937
"06059110111","Census Tract 1101.11, Orange County, California",2162
"06059110113","Census Tract 1101.13, Orange County, California",985
"06059110114","Census Tract 1101.14, Orange County, California",1521
"06059110115","Census Tract 1101.15, Orange County, California",1222
"06059110116","Census Tract 1101.16, Orange County, California",1559
"06059110117","Census Tract 1101.17, Orange County, California",2146
"06059110118","Census Tract 1101.18, Orange County, California",767
"06059110201","Census Tract 1102.01, Orange County, California",2755
"06059110202","Census Tract 1102.02, Orange County, California",2569
"06059110203","Census Tract 1102.03, Orange County, California",1851
"06059110301","Census Tract 1103.01, Orange County, California",2278
"06059110302","Census Tract 1103.02, Orange County, California",1684
"06059110303","Census Tract 1103.03, Orange County, California",1572
"06059110304","Census Tract 1103.04, Orange County, California",1401
"06059110401","Census Tract 1104.01, Orange County, California",1685
"06059110402","Census Tract 1104.02, Orange County, California",1429
"06059110500","Census Tract 1105, Orange County, California",2578
"06059110603","Census Tract 1106.03, Orange County, California",2596
"06059110604","Census Tract 1106.04, Orange County, California",2737
"06059110605","Census Tract 1106.05, Orange County, California",2286
"06059110606","Census Tract 1106.06, Orange County, California",1452
"06059110607","Census Tract 1106.07, Orange County, California",1524
"06059980000","Census Tract 9800, Orange County, California",11
"06059990100","Census Tract 9901, Orange County, California",0
"06061020104","Census Tract 201.04, Placer County, California",1979
"06061020105","Census Tract 201.05, Placer County, California",1964
"06061020106","Census Tract 201.06, Placer County, California",1967
"06061020107","Census Tract 201.07, Placer County, California",1957
"06061020200","Census Tract 202, Placer County, California",2849
"06061020300","Census Tract 203, Placer County, California",2326
"06061020401","Census Tract 204.01, Placer County, California",1078
"06061020402","Census Tract 204.02, Placer County, California",1588
"06061020501","Census Tract 205.01, Placer County, California",1173
"06061020502","Census Tract 205.02, Placer County, California",1870
"06061020601","Census Tract 206.01, Placer County, California",2730
"06061020604","Census Tract 206.04, Placer County, California",2177
"06061020605","Census Tract 206.05, Placer County, California",2047
"06061020606","Census Tract 206.06, Placer County, California",1458
"06061020607","Census Tract 206.07, Placer County, California",1812
"06061020608","Census Tract 206.08, Placer County, California",1376
"06061020710","Census Tract 207.10, Placer County, California",1697
"06061020711","Census Tract 207.11, Placer County, California",2111
"06061020712","Census Tract 207.12, Placer County, California",1569
"06061020713","Census Tract 207.13, Placer County, California",1433
"06061020714","Census Tract 207.14, Placer County, California",1485
"06061020715","Census Tract 207.15, Placer County, California",1176
"06061020717","Census Tract 207.17, Placer County, California",1987
"06061020805","Census Tract 208.05, Placer County, California",1752
"06061020806","Census Tract 208.06, Placer County, California",1730
"06061020901","Census Tract 209.01, Placer County, California",1099
"06061020908","Census Tract 209.08, Placer County, California",2797
"06061021003","Census Tract 210.03, Placer County, California",2903
"06061021034","Census Tract 210.34, Placer County, California",1467
"06061021037","Census Tract 210.37, Placer County, California",1046
"06061021038","Census Tract 210.38, Placer County, California",2591
"06061021039","Census Tract 210.39, Placer County, California",1122
"06061021040","Census Tract 210.40, Placer County, California",2077
"06061021043","Census Tract 210.43, Placer County, California",1437
"06061021044","Census Tract 210.44, Placer County, California",1903
"06061021045","Census Tract 210.45, Placer County, California",1388
"06061021046","Census Tract 210.46, Placer County, California",2209
"06061021047","Census Tract 210.47, Placer County, California",1526
"06061021048","Census Tract 210.48, Placer County, California",1154
"06061021103","Census Tract 211.03, Placer County, California",1991
"06061021106","Census Tract 211.06, Placer County, California",936
"06061021108","Census Tract 211.08, Placer County, California",1479
"06061021109","Census Tract 211.09, Placer County, California",1991
"06061021122","Census Tract 211.22, Placer County, California",1367
"06061021123","Census Tract 211.23, Placer County, California",2797
"06061021128","Census Tract 211.28, Placer County, California",1292
"06061021129","Census Tract 211.29, Placer County, California",1441
"06061021130","Census Tract 211.30, Placer County, California",1052
"06061021131","Census Tract 211.31, Placer County, California",2391
"06061021203","Census Tract 212.03, Placer County, California",2731
"06061021204","Census Tract 212.04, Placer County, California",1023
